25 3 40 3 400 4 0.09
26.35 4 20 4 400 4 0.07
30.05 3 40 5 400 4 0.11
35.89 1 80 4 400 3 0.52
33.6 1 20 8 800 1 0.2
40.26 2 20 8 800 2 0.22
30.13 2 40 0 400 4 0.04
38.36 3 20 1 800 4 0.04
31.68 2 20 4 800 4 0.07
31.61 3 40 1 800 4 0.05
37.69 2 20 7 400 4 0.21
34.63 2 80 6 400 4 0.14
31.21 3 80 6 400 4 0.14
25.24 3 80 8 800 4 0
24.08 3 80 1 400 1 0.18
30.79 3 20 2 400 1 0.05
27.11 3 80 8 800 1 0
31.86 3 40 8 400 1 0.12
42.5 3 80 8 400 1 0.62
40.25 2 40 9 400 4 0.55
41.45 4 40 6 400 4 0.11
36.05 4 40 6 400 2 0.36
32.22 4 40 1 400 3 0.09
35.55 3 40 5 400 3 0.11
33.76 3 20 7 400 1 0.19
26.85 4 40 0 800 2 0.04
40.22 2 40 2 800 3 0.12
22.44 2 40 4 400 3 0.1
35.71 1 40 5 800 4 0.32
39.31 4 40 4 400 4 0.26
41.65 1 40 5 800 2 0.3
29.12 2 80 1 400 4 0.19
36.41 2 80 9 800 3 0.75
36.1 2 20 4 400 1 0.12
37.5 2 80 1 800 3 0.17
24.34 3 40 0 400 3 0.04
42.63 4 40 0 400 4 0.04
27.07 2 20 4 400 4 0.13
29.43 2 20 8 400 2 0.23
27.65 4 80 1 400 4 0.19
26.5 1 20 1 400 4 0.04
33.2 1 40 9 800 4 0.12
28.83 1 40 9 400 4 0
27.78 2 40 4 800 3 0.24
43.93 4 20 4 400 3 0.07
41.75 1 20 5 400 2 0.17
37.6 1 40 3 400 3 0.18
35.79 4 80 3 800 1 0.28
35.75 1 20 1 800 1 0.03
29.11 4 20 8 800 2 0.19
34.5 3 40 1 800 4 0.08
24.3 1 40 7 800 3 0
24.09 1 80 3 400 3 0.11
28.26 2 80 6 800 2 0.09
35.98 3 80 2 800 4 0.26
29.09 3 20 6 400 4 0.09
43.15 4 20 5 400 4 0.17
24.07 2 80 3 800 4 0.11
25.53 3 40 2 400 2 0.13
28.86 4 20 4 800 2 0.07
33.48 1 80 6 400 1 0.53
42.42 1 80 7 400 3 0.8
28.75 4 20 7 800 3 0.09
42.72 3 80 0 800 3 0.06
37.82 4 80 0 400 3 0.06
25.59 3 40 4 800 1 0.21
28.18 3 40 1 800 3 0.08
24.73 2 80 5 400 1 0
30.13 1 40 3 800 1 0.08
25.65 3 40 0 800 1 0.03
24.91 3 80 7 400 1 0
35.89 4 40 1 800 1 0.06
42.4 3 40 7 800 3 0.38
40.13 2 20 7 800 3 0.09
36.67 4 40 7 400 3 0.42
39.08 3 40 6 400 1 0.32
38.67 1 40 1 800 4 0.08
33.56 2 20 6 800 1 0.16
34.1 2 20 1 400 1 0.04
41.43 1 80 9 800 3 0.92
24.54 3 20 6 400 4 0.19
25.5 4 40 6 400 4 0.1
25.52 1 80 1 800 4 0.08
40.08 2 40 1 400 1 0.09
29.94 2 80 3 800 1 0.11
33.4 2 40 9 400 2 0.45
26.49 1 20 2 400 2 0.05
29.83 2 80 4 800 1 0.39
37.72 4 20 0 800 3 0.02
41.19 4 20 0 400 3 0.02
37.53 3 40 9 400 3 0.13
37.44 2 80 7 800 1 0.53
33.17 3 20 3 800 3 0.08
28.69 2 40 0 800 2 0.04
30.84 2 40 2 400 2 0.07
29.65 4 20 0 400 3 0.02
31.69 2 20 3 400 4 0.09
41.35 1 20 4 400 1 0.12
34.61 2 20 8 800 1 0.1
25.03 4 80 9 800 1 0
28.36 1 80 8 800 1 0
33.16 1 80 6 800 1 0.13
25.39 3 40 8 800 3 0
26.03 2 80 4 800 4 0.49
40.38 1 80 8 400 1 0.62
30.5 1 80 5 800 1 0.13
41.41 1 20 7 400 1 0.09
32.62 3 20 5 400 3 0.17
29.26 2 40 9 400 3 0
24.11 1 80 2 400 3 0.1
36.75 1 80 8 400 3 0.14
34.92 3 40 9 400 3 0.13
41.18 1 20 8 800 3 0.1
43.09 4 40 4 400 3 0.1
31.31 1 20 1 800 3 0.04
36.97 2 40 5 400 1 0.29
37.47 3 40 6 400 1 0.12
30.65 4 80 4 800 1 0.12
32.32 1 40 1 800 1 0.05
26.86 4 20 3 800 1 0.05
34.8 3 80 5 800 1 0.13
25.82 1 80 8 800 2 0
28.26 4 40 9 400 2 0
34.26 2 20 4 800 4 0.11
34.28 3 80 6 400 2 0.68
25.96 3 20 6 400 3 0.19
42.45 3 80 3 800 3 0.33
32.9 1 40 7 400 3 0.12
27.31 2 20 8 400 1 0
27.84 3 80 9 800 1 0
37.53 3 20 1 400 1 0.04
36.88 3 80 7 400 1 0.14
31.6 4 20 0 400 1 0.02
35.11 4 80 1 800 4 0.17
30.12 1 80 9 800 4 0
38.23 1 20 2 400 4 0.05
33.33 2 40 2 800 1 0.11
27.86 2 40 8 400 1 0
26.81 3 20 1 800 1 0.03
29.23 2 80 9 400 1 0.08
24.68 3 80 4 800 2 0.46
31.84 2 20 7 400 4 0.21
28.1 2 80 1 400 4 0.09
30.71 3 40 9 800 4 0
37.33 1 20 3 800 4 0.08
38.29 3 40 3 400 4 0.09
25.32 2 40 7 800 4 0
43.35 1 80 2 800 1 0.22
31.18 1 20 1 400 1 0.04
38.7 1 80 5 400 1 0.13
25.65 3 20 7 800 1 0.09
31.87 2 40 9 400 3 0.01
24.25 2 80 5 400 2 0
35.33 3 80 4 800 2 0.45
34.76 4 20 0 400 2 0.02
41.43 1 20 4 800 4 0.11
25.75 2 20 7 400 4 0.21
39.82 2 40 5 800 4 0.11
34.13 3 20 2 800 4 0.06
24.87 3 40 5 800 4 0.31
36.23 1 40 5 800 4 0.32
24.57 3 40 5 400 1 0.23
43.83 4 40 3 400 3 0.18
24.89 3 40 5 800 3 0.11
35.14 1 20 0 800 3 0.02
39.84 2 40 6 800 3 0.11
33.57 2 20 7 800 2 0.19
43.81 4 20 3 400 2 0.06
36.43 2 20 5 800 3 0.15
38.49 1 80 5 800 3 0.13
29.28 1 80 4 400 3 0.13
37.78 2 80 5 400 4 0.69
42.1 2 20 7 800 3 0.19
31.57 3 20 0 400 2 0.02
37.36 3 80 5 800 2 0.13
29.13 1 80 2 400 4 0.28
40.87 1 40 7 800 4 0.12
42.16 3 40 3 800 4 0.08
26.15 3 20 8 400 4 0
29.55 3 80 7 800 4 0.13
36.79 4 80 2 400 4 0.1
42.84 2 20 6 800 2 0.17
33.64 3 40 8 400 2 0.12
30.41 1 20 0 800 2 0.02
34.19 4 80 0 400 2 0.06
43.32 2 80 2 400 2 0.1
36.41 2 40 0 400 4 0.04
28.58 1 40 6 800 3 0.34
24.03 2 80 8 800 3 0
32.52 4 20 1 800 3 0.04
30.64 4 80 1 400 4 0.19
41.21 1 40 8 800 4 0.12
40.56 3 20 4 400 2 0.13
40.42 1 80 5 400 1 0.49
26.97 2 80 8 800 3 0
29.89 1 80 4 800 4 0.49
25.99 1 80 2 800 4 0.26
27.04 4 20 3 800 4 0.08
29.9 4 40 1 800 4 0.06
43.91 1 80 8 400 3 0.92
28.66 4 80 3 800 3 0.11
30.91 4 20 4 800 1 0.11
36.01 1 40 4 800 4 0.24
33.21 3 40 2 800 4 0.07
43.88 1 40 9 400 4 0.55
37.72 2 80 8 800 4 0.14
37.53 1 20 1 800 4 0.03
42.52 1 80 7 800 3 0.73
40.27 4 80 3 400 1 0.31
36.24 3 80 7 400 3 0.8
41.87 3 80 7 400 4 0.84
37.71 3 20 2 400 4 0.05
38.68 2 20 5 800 4 0.08
32.3 3 20 2 800 4 0.04
39.13 1 80 8 400 4 0.14
29.67 2 40 2 800 4 0.07
35.55 3 20 2 400 4 0.05
34.64 1 40 2 400 4 0.07
34.89 4 40 4 800 4 0.24
32.95 3 40 7 800 4 0.12
30.38 4 80 5 800 1 0.47
35.05 1 80 7 800 1 0.14
24.32 2 20 4 400 1 0.07
31.99 1 20 8 400 3 0.25
30.5 3 40 3 400 2 0.18
38.22 1 80 5 400 4 0.7
34.95 1 80 0 800 4 0.06
32.07 3 80 0 400 4 0.06
27.07 1 20 1 400 3 0.04
24.79 4 20 4 400 3 0.13
40.57 4 80 6 400 3 0.14
27.13 2 80 4 800 1 0.38
34.83 2 40 1 400 1 0.06
27.37 1 20 0 400 1 0.02
40.96 3 20 1 800 3 0.04
31.34 3 40 6 400 3 0.12
36.4 2 40 7 800 3 0.12
35.78 1 80 1 400 3 0.09
26.93 3 20 4 400 4 0.13
24.96 1 80 5 400 4 0
24.47 3 20 8 800 4 0
26.17 2 40 0 400 4 0.04
43.19 1 80 2 400 3 0.28
43.75 4 20 4 400 3 0.07
32.97 1 40 7 800 1 0.32
27.43 3 80 8 800 1 0
33.98 1 40 2 400 1 0.07
30.1 1 80 0 800 1 0.06
39.64 1 80 8 800 3 0.85
35.26 3 20 7 800 3 0.09
40.9 3 20 8 800 3 0.1
38.49 1 40 3 800 3 0.16
43.57 1 40 7 400 3 0.12
34.28 1 40 1 800 4 0.08
24.35 4 40 5 400 4 0.1
26.15 1 40 8 400 3 0
29.94 3 80 7 800 3 0.12
30.62 4 20 5 800 3 0.15
43.75 1 40 0 800 3 0.04
33.95 1 40 2 800 4 0.12
41.62 1 80 5 400 4 0.13
38.5 2 40 6 400 4 0.39
29.75 2 80 4 800 4 0.12
28.02 4 40 5 400 1 0.29
39.98 1 40 5 400 1 0.11
24.54 3 20 1 800 1 0.03
33.93 4 20 3 400 1 0.06
33.78 4 80 8 800 1 0.05
35.94 2 40 8 400 1 0.12
29.32 3 40 5 800 3 0.31
40.3 3 80 1 400 3 0.09
34.56 3 40 9 800 3 0.12
27.2 3 20 1 800 3 0.03
27.09 3 40 1 400 3 0.06
32.12 4 20 7 800 3 0.09
25.92 3 40 0 800 3 0.04
39.83 4 20 5 800 2 0.15
33.55 4 40 9 800 2 0.12
33.1 1 40 7 400 2 0.4
38.97 3 80 6 800 2 0.13
41.83 3 80 5 800 3 0.61
38.09 4 40 0 400 1 0.04
35.2 4 80 4 800 1 0.12
27.35 2 80 7 800 1 0
33.7 2 80 9 400 4 0
34.03 1 20 3 400 4 0.06
42.54 1 80 0 400 4 0.06
39.57 4 40 5 800 2 0.3
34.24 4 40 7 400 3 0.42
33.52 1 20 5 800 3 0.08
41.16 2 40 1 400 1 0.09
35.4 4 80 9 400 3 0.14
37.73 4 40 1 800 3 0.06
31.92 3 20 0 400 4 0.02
35.15 2 80 1 800 3 0.17
38.44 4 40 2 800 3 0.07
42.79 2 20 8 400 3 0.1
30.96 2 80 3 800 3 0.11
41 3 40 6 800 4 0.35
41.68 1 80 3 800 3 0.33
35.15 1 20 4 800 3 0.07
32.37 2 20 4 800 3 0.07
32.36 4 80 7 400 3 0.14
37.15 3 40 9 400 2 0.5
42.75 1 20 4 800 2 0.07
29.58 1 20 5 800 3 0.15
29.12 3 20 1 400 2 0.04
31.89 3 40 2 400 3 0.13
31.14 3 40 3 800 1 0.15
43.08 2 40 3 400 2 0.17
42.69 1 40 2 400 2 0.07
36.52 2 40 9 800 2 0.12
24.7 2 20 3 400 4 0.09
43.5 3 40 2 400 1 0.13
35.7 4 80 7 800 2 0.68
41.94 4 80 0 400 2 0.06
28.43 2 20 6 400 3 0.19
43.41 1 40 3 800 2 0.16
29.65 1 40 0 800 4 0.04
40.87 3 20 5 400 3 0.17
37.65 3 40 8 400 1 0.39
25.46 4 20 7 400 1 0.09
34.2 2 20 8 800 1 0.1
38.86 2 20 8 400 1 0.1
33.61 3 40 7 800 1 0.12
43.88 1 40 3 800 2 0.16
40.52 4 40 9 400 2 0.13
37.54 2 80 9 400 2 0.14
27.24 2 80 0 400 2 0.06
29.62 4 40 9 400 2 0
31.62 3 20 6 800 4 0.17
28.01 2 40 7 800 2 0.36
26.44 1 80 7 800 4 0
27.99 2 20 8 800 4 0.05
41.7 3 20 8 800 1 0.2
33.62 3 20 7 400 1 0.09
42.93 2 80 7 800 1 0.53
39.8 3 20 1 800 1 0.03
43.74 1 80 5 800 1 0.46
27.25 4 20 5 400 1 0.09
33.16 4 20 1 400 4 0.04
27.88 2 80 9 800 2 0
24.54 2 40 4 800 2 0.1
28.45 4 40 5 400 1 0.29
31.89 3 40 6 400 4 0.39
24.37 1 40 4 800 4 0.1
32.99 1 40 4 400 3 0.26
41.94 4 20 1 800 2 0.04
36.41 4 20 8 800 2 0.1
25.73 3 20 8 400 2 0
27.25 1 40 4 400 3 0.26
41.04 4 80 5 800 3 0.13
38.14 4 40 8 800 3 0.12
33.55 4 40 0 400 3 0.04
25.72 4 20 1 400 3 0.04
39.93 1 40 7 800 3 0.12
31.26 2 20 0 800 3 0.02
31.02 1 80 9 400 3 0
37.55 2 80 4 400 3 0.13
27.39 4 20 3 800 3 0.05
27.02 4 20 7 800 2 0.19
25.07 3 20 3 800 4 0.08
36.98 4 80 0 400 4 0.06
29.94 1 20 7 400 4 0.09
34.22 2 80 2 800 4 0.1
42.4 4 20 3 400 1 0.09
26.47 1 80 5 400 1 0
35.4 1 40 4 800 3 0.23
27.05 1 80 9 800 3 0
33.42 2 40 5 400 3 0.11
42.84 2 40 9 400 1 0.42
27.43 3 40 2 400 1 0.07
24.68 2 40 4 800 1 0.1
31.48 1 80 0 800 1 0.06
30.17 4 40 9 800 1 0
40.59 3 40 0 400 1 0.04
34.76 1 40 5 800 1 0.11
27.36 1 40 8 400 1 0
29.95 2 80 0 800 1 0.06
37.2 3 40 5 800 3 0.31
39.38 2 40 5 800 1 0.27
31.71 1 20 2 400 2 0.06
27.97 2 80 3 400 2 0.11
30.68 3 20 3 400 1 0.09
27.33 4 20 1 400 2 0.04
33.89 2 80 0 400 2 0.06
24.59 2 80 6 800 2 0
24.52 4 40 5 400 2 0.11
28.5 4 20 6 400 2 0.19
37.87 1 80 2 400 2 0.27
27.97 2 80 5 400 2 0.13
38.94 2 40 3 400 2 0.09
38.86 3 20 3 800 2 0.05
38.79 3 80 4 400 4 0.54
27.1 2 20 0 400 4 0.02
39.91 3 40 9 800 4 0.12
33.51 1 80 3 400 1 0.31
24.12 1 80 7 800 1 0
34.41 4 80 2 400 1 0.1
37.7 4 80 2 400 1 0.24
38.95 2 40 7 400 1 0.34
34.81 3 80 7 400 3 0.8
28.4 1 40 0 400 3 0.04
42.17 2 40 8 400 3 0.49
33.73 1 20 2 800 4 0.06
33.44 3 40 3 800 4 0.08
36.72 1 80 8 800 4 0.14
32.09 2 40 4 400 3 0.26
28.78 1 20 5 400 3 0.09
35.99 2 80 5 400 3 0.13
34.65 3 20 6 400 1 0.17
32.17 1 40 1 400 3 0.09
29.01 1 80 1 400 1 0.18
28.85 4 40 7 400 2 0.4
38.99 1 40 6 400 2 0.12
24.47 4 40 0 800 4 0.04
25.05 3 40 6 800 3 0.02
30.73 1 40 2 400 4 0.13
29.63 3 40 6 400 4 0.12
36.61 3 20 1 400 3 0.04
27.84 3 40 2 400 1 0.13
26.75 4 80 9 400 1 0
36.54 4 20 8 400 1 0.1
32.64 3 40 8 400 1 0.12
24.33 2 80 6 400 1 0
40.3 3 20 5 400 1 0.08
42.98 3 80 1 400 4 0.19
33.7 4 80 7 400 3 0.8
34.4 2 80 0 400 1 0.09
37.02 4 20 7 800 2 0.19
30.01 2 40 6 800 1 0.29
35.95 2 80 1 400 1 0.17
33.75 1 80 7 400 2 0.73
37.42 1 40 6 400 2 0.12
38.27 1 40 2 800 4 0.12
25.16 4 20 5 400 4 0.08
39.62 4 80 9 800 4 0.98
25.09 3 40 5 800 4 0.11
30.51 3 40 0 800 1 0.04
33.99 1 80 4 400 1 0.13
24.44 1 20 0 400 1 0.02
35.11 1 40 0 400 4 0.04
35.68 3 40 4 400 1 0.23
37.46 2 20 2 800 2 0.06
40.86 4 80 2 800 2 0.1
24.76 4 40 9 800 2 0
40.99 1 40 3 800 3 0.16
23.99 2 40 0 400 2 0.04
32.07 3 20 7 400 2 0.09
26.28 3 80 1 800 2 0.08
25.83 3 40 9 400 2 0
32.57 2 20 0 400 2 0.02
26.82 1 80 7 800 2 0
27.3 4 40 8 800 2 0
43.47 4 80 4 800 2 0.12
33.57 3 40 4 800 2 0.1
33.25 1 20 4 800 2 0.07
30.31 1 40 7 400 2 0.12
37.71 1 80 6 400 2 0.68
31.38 3 40 8 400 2 0.12
37.76 1 20 7 800 2 0.09
40.41 4 20 6 800 2 0.17
29.28 2 40 4 400 1 0.23
35.76 4 80 7 800 1 0.13
30.24 2 40 9 800 1 0.12
43.45 3 20 5 800 1 0.08
26.85 2 80 0 400 1 0.06
25.35 3 20 7 400 4 0.21
43.24 1 40 4 400 3 0.26
36.17 2 80 9 800 3 0.14
42.72 4 80 1 800 3 0.08
27.27 3 20 4 800 4 0.11
32.18 3 20 6 400 1 0.17
31.76 2 80 9 800 1 0
42.9 4 20 4 400 1 0.07
32.78 1 80 4 400 2 0.49
41.81 2 80 9 800 2 0.14
30.92 3 80 0 400 2 0.06
43.49 4 80 7 400 1 0.56
27.35 4 40 9 400 3 0
32.03 3 80 5 800 3 0.61
35.66 3 20 7 800 3 0.09
40.22 1 80 3 800 3 0.11
43.38 3 80 8 400 1 0.62
41.18 4 80 9 800 1 0.14
37.36 2 20 7 800 1 0.09
27.12 1 20 1 800 4 0.04
25.95 1 20 8 800 1 0
34.87 4 40 0 400 1 0.04
30.56 1 40 9 400 1 0
42.81 3 20 2 400 4 0.06
35.31 3 80 4 800 4 0.12
33.92 1 40 7 800 3 0.38
36.89 3 80 1 800 2 0.17
26.3 4 20 2 400 2 0.05
35.85 3 20 0 800 2 0.02
25 3 40 7 800 2 0
37.51 2 80 5 400 2 0.13
33.03 3 40 2 400 4 0.13
41.17 2 20 2 400 2 0.06
33.11 4 80 0 400 3 0.09
30.19 4 40 5 800 3 0.11
38.95 2 80 9 400 3 0.14
37.25 3 40 0 800 4 0.04
43.13 2 80 4 800 4 0.12
32.39 3 40 2 800 1 0.11
39.23 4 20 8 400 1 0.1
22.11 3 40 6 400 1 0.06
29.33 2 80 0 800 1 0.09
42.35 3 20 3 400 1 0.06
31.63 4 80 0 800 1 0.06
43.94 1 80 0 800 1 0.06
38.13 3 80 8 400 1 0.14
29.6 1 80 3 800 1 0.11
24.42 3 40 5 400 1 0.1
27.34 1 80 8 400 1 0
32.71 1 20 0 800 1 0.02
36.81 2 40 4 800 1 0.1
29.76 1 80 9 400 1 0
41.39 4 20 4 400 1 0.07
42.92 3 80 2 400 1 0.1
39.57 4 20 2 800 2 0.06
39.12 1 40 9 800 2 0.12
25.56 4 20 1 800 2 0.03
39.28 4 20 6 800 2 0.09
31.68 2 20 2 800 2 0.04
41.04 2 20 6 400 2 0.09
28.52 4 40 5 800 4 0.32
25.92 1 80 0 400 4 0.06
31.88 4 20 8 800 4 0.23
27.14 2 20 1 400 3 0.04
35.74 3 80 2 400 1 0.24
31.18 3 20 8 800 3 0.23
42.42 2 40 7 400 2 0.4
40 2 40 2 400 2 0.07
41.01 3 40 9 800 4 0.5
41.57 4 80 4 800 4 0.49
38.53 2 80 4 800 1 0.38
31.69 1 40 8 400 1 0.11
39.44 4 80 9 400 1 0.14
33.88 3 20 4 400 1 0.07
41.91 4 40 2 400 3 0.13
41.87 1 40 1 800 3 0.05
31.14 1 80 2 400 2 0.27
27.26 1 40 2 400 2 0.07
35.04 1 20 7 400 2 0.09
27.94 3 80 0 400 2 0.1
36.74 3 20 6 800 3 0.17
39.35 1 40 0 800 3 0.03
25.02 2 20 4 800 3 0.11
40.96 2 80 2 800 2 0.25
35.81 2 80 2 400 2 0.1
43.33 2 40 6 800 2 0.11
29.68 1 20 4 400 2 0.07
36.85 3 20 7 400 2 0.09
37.45 4 40 6 400 2 0.36
42.7 4 40 5 800 4 0.32
29.92 1 40 2 400 4 0.07
29.01 4 20 2 400 1 0.07
30.78 3 20 8 400 1 0.1
35.62 4 80 2 800 2 0.24
43.11 2 80 7 400 4 0.84
25.41 1 80 5 800 2 0
29.33 1 20 8 400 1 0.22
32.6 3 80 4 800 3 0.47
26.66 1 40 0 800 2 0.04
32.03 1 40 2 800 2 0.12
35.54 2 80 6 400 3 0.73
33.08 4 40 7 800 3 0.12
25.1 1 80 8 800 3 0
31.25 4 20 8 400 3 0.1
25.53 3 80 1 400 3 0.09
41.88 3 20 0 800 1 0.02
27.93 3 40 9 800 1 0
30.14 2 20 0 800 1 0.02
34.38 1 40 3 400 1 0.09
38.98 1 80 4 800 2 0.45
43.25 1 80 8 800 2 0.14
42.06 3 40 0 800 2 0.03
40.52 1 20 1 800 2 0.04
35.56 4 20 6 800 2 0.09
34.86 1 80 3 400 4 0.37
33.81 4 40 8 800 3 0.44
35.18 3 40 5 800 4 0.32
39.53 1 20 4 400 3 0.13
25.31 2 80 7 400 3 0.14
40.13 1 40 7 400 3 0.12
29.01 4 80 6 400 3 0.13
24.56 3 20 8 400 1 0
34.81 1 20 2 400 4 0.06
34.91 2 80 1 400 3 0.19
31.03 3 40 6 400 2 0.37
29.2 3 20 5 800 2 0.08
38.41 2 20 0 800 2 0.02
29.8 3 20 7 800 2 0.09
36.88 1 20 6 400 2 0.09
29.69 2 20 0 400 4 0.02
31.62 4 80 3 800 1 0.29
41.27 3 80 6 400 1 0.14
25.46 4 40 9 400 1 0
25.9 4 40 3 400 1 0.09
30.29 1 80 3 400 1 0.11
31.18 1 40 4 400 1 0.1
33.69 4 20 8 400 2 0.25
43.15 2 40 3 800 2 0.16
40.45 4 80 2 400 2 0.1
42.6 2 20 3 800 4 0.08
43.9 1 80 4 800 4 0.12
41.72 3 20 1 400 1 0.04
31.7 2 80 4 800 1 0.12
33.42 2 40 3 400 1 0.09
24.13 1 20 5 400 1 0.09
26.25 1 80 9 800 1 0
43.39 4 20 4 400 1 0.07
41.88 2 80 0 800 1 0.06
31.47 1 40 1 400 1 0.06
31.57 4 40 4 400 1 0.1
37.78 2 40 2 400 1 0.07
38.1 1 80 6 400 2 0.68
28.89 1 40 3 400 1 0.17
34.38 1 80 2 800 4 0.26
28.56 4 40 4 400 4 0.1
27.09 3 20 8 400 2 0
39.31 2 40 8 800 2 0.12
35.15 3 20 8 800 2 0.1
27.23 3 40 3 800 2 0.08
27.32 1 80 4 400 2 0.49
29.79 1 40 9 800 2 0
33.77 3 40 1 400 2 0.06
36.78 1 20 3 800 2 0.05
29.29 2 20 7 800 2 0.19
30.28 1 40 5 400 2 0.33
28.78 2 80 4 800 4 0.5
24.89 3 40 6 400 4 0.01
43.36 3 20 4 800 4 0.07
43.36 2 40 1 400 4 0.06
37.84 4 80 4 800 3 0.48
42.33 2 20 7 800 3 0.09
34.82 4 80 6 800 4 0.71
33.26 3 20 6 800 1 0.16
40.62 4 40 9 400 2 0.5
30.43 3 20 1 400 2 0.04
24.98 2 20 3 800 2 0.05
41.1 3 80 5 400 2 0.13
26.36 1 40 8 800 3 0
38.86 1 80 6 400 4 0.77
38.07 2 20 4 800 3 0.11
42.27 4 20 7 800 2 0.19
43.63 4 80 5 800 2 0.13
29.71 3 40 3 800 2 0.08
42.72 2 40 9 800 2 0.46
40.94 3 20 7 400 2 0.09
25.75 1 40 2 800 4 0.12
43.95 2 20 7 400 3 0.21
42.6 1 40 1 400 1 0.09
40.67 2 20 7 800 1 0.17
39.48 3 80 4 800 3 0.47
27.66 4 40 6 400 3 0.12
43.85 4 40 0 800 3 0.03
38.44 3 40 0 400 3 0.04
40.53 4 40 3 800 3 0.08
31.73 3 20 8 400 1 0.23
32.72 2 20 8 400 1 0.1
25.8 2 20 3 800 2 0.08
29.03 4 80 9 400 2 0
33.49 3 80 7 400 2 0.14
25.97 1 20 6 800 2 0.09
42.51 4 20 2 400 4 0.06
29.43 3 20 4 800 3 0.12
34.49 1 40 5 400 4 0.35
43.11 3 40 6 400 1 0.31
42.22 1 20 2 400 1 0.05
31.53 4 20 2 800 1 0.04
42.5 4 80 5 800 2 0.57
34.56 3 80 0 400 1 0.09
35.11 2 20 0 800 3 0.02
29.16 1 20 1 400 3 0.04
43.74 2 80 3 800 3 0.11
37.65 4 20 4 400 3 0.07
22.89 3 40 1 800 3 0.05
25.3 2 40 2 400 3 0.07
34.05 1 20 3 800 3 0.05
42.8 4 40 0 800 3 0.03
41.33 2 20 4 400 3 0.07
26.87 1 40 6 800 2 0.33
25.71 3 20 5 400 3 0.17
42.84 2 20 8 800 3 0.1
24.04 4 40 2 400 3 0.07
29.61 4 20 6 800 3 0.09
41.24 2 80 4 400 2 0.49
30.37 3 40 0 800 4 0.04
28.06 3 40 1 800 4 0.05
30.18 1 20 0 800 4 0.02
31.65 3 40 9 400 4 0.13
27.08 1 20 5 400 1 0.16
33.27 2 20 8 400 3 0.25
23.99 3 80 3 400 4 0.38
21.09 1 40 2 400 4 0.07
29.99 1 40 8 800 3 0
22.04 2 80 6 400 1 0.07
35.24 4 40 8 800 1 0.36
35.65 2 40 7 400 1 0.12
40.5 4 40 2 400 3 0.13
28.63 3 80 6 800 3 0.12
35.83 1 40 2 400 3 0.07
39.5 3 40 2 800 1 0.11
42.55 2 20 5 400 1 0.09
36.44 3 80 0 400 2 0.09
30.68 4 40 9 400 2 0
38.44 1 20 1 800 4 0.04
27.51 1 40 0 400 3 0.04
31.06 2 20 2 800 3 0.04
42 1 40 0 400 3 0.04
28.38 1 40 3 400 3 0.09
31.53 4 80 7 400 3 0.14
27.4 4 40 7 800 3 0.11
26.86 2 40 5 400 4 0.35
40.26 1 80 9 800 1 0.62
32.58 3 80 0 800 1 0.06
26.05 1 80 2 800 3 0.25
30.31 2 40 1 400 4 0.09
26.84 1 20 6 800 4 0.09
36.51 3 40 8 400 3 0.49
38.27 4 20 6 400 1 0.17
32.94 2 80 8 800 3 0
40.49 2 40 2 400 1 0.13
